,date,breadth,stocks_above_ma,valid_stocks
0,2024-03-18,72.46963562753037,358,494
1,2024-03-19,75.10121457489879,371,494
2,2024-03-20,78.34008097165992,387,494
3,2024-03-21,79.75708502024291,394,494
4,2024-03-22,76.92307692307693,380,494
5,2024-03-25,75.10121457489879,371,494
6,2024-03-26,73.68421052631578,364,494
7,2024-03-27,83.60323886639675,413,494
8,2024-03-28,85.62753036437248,423,494
9,2024-03-29,85.62753036437248,423,494
10,2024-04-01,82.99595141700405,410,494
11,2024-04-02,76.92307692307693,380,494
12,2024-04-03,77.1255060728745,381,494
13,2024-04-04,71.65991902834008,354,494
14,2024-04-05,74.2914979757085,367,494
15,2024-04-08,76.72064777327935,379,494
16,2024-04-09,78.74493927125506,389,494
17,2024-04-10,67.61133603238866,334,494
18,2024-04-11,65.38461538461539,323,494
19,2024-04-12,52.834008097166,261,494
20,2024-04-15,44.73684210526316,221,494
21,2024-04-16,38.663967611336034,191,494
22,2024-04-17,38.663967611336034,191,494
23,2024-04-18,40.08097165991903,198,494
24,2024-04-19,44.12955465587044,218,494
25,2024-04-22,46.963562753036435,232,494
26,2024-04-23,51.21457489878543,253,494
27,2024-04-24,51.21457489878543,253,494
28,2024-04-25,48.582995951417004,240,494
29,2024-04-26,48.987854251012145,242,494
30,2024-04-29,53.84615384615385,266,494
31,2024-04-30,45.74898785425101,226,494
32,2024-05-01,44.12955465587044,218,494
33,2024-05-02,46.15384615384615,228,494
34,2024-05-03,50.20242914979757,248,494
35,2024-05-06,56.477732793522264,279,494
36,2024-05-07,57.48987854251012,284,494
37,2024-05-08,55.465587044534416,274,494
38,2024-05-09,59.716599190283404,295,494
39,2024-05-10,59.716599190283404,295,494
40,2024-05-13,60.32388663967612,298,494
41,2024-05-14,62.955465587044536,311,494
42,2024-05-15,67.20647773279353,332,494
43,2024-05-16,64.97975708502024,321,494
44,2024-05-17,66.19433198380567,327,494
45,2024-05-20,63.56275303643725,314,494
46,2024-05-21,62.55060728744939,309,494
47,2024-05-22,59.91902834008097,296,494
48,2024-05-23,49.392712550607285,244,494
49,2024-05-24,52.63157894736842,260,494
50,2024-05-27,52.63157894736842,260,494
51,2024-05-28,46.15384615384615,228,494
52,2024-05-29,38.8663967611336,192,494
53,2024-05-30,43.92712550607287,217,494
54,2024-05-31,52.42914979757085,259,494
55,2024-06-03,50.0,247,494
56,2024-06-04,49.392712550607285,244,494
57,2024-06-05,50.607287449392715,250,494
58,2024-06-06,51.21457489878543,253,494
59,2024-06-07,49.392712550607285,244,494
60,2024-06-10,49.392712550607285,244,494
61,2024-06-11,45.546558704453446,225,494
62,2024-06-12,47.97570850202429,237,494
63,2024-06-13,46.963562753036435,232,494
64,2024-06-14,44.534412955465584,220,494
65,2024-06-17,45.95141700404859,227,494
66,2024-06-18,48.582995951417004,240,494
67,2024-06-19,48.582995951417004,240,494
68,2024-06-20,51.61943319838057,255,494
69,2024-06-21,52.42914979757085,259,494
70,2024-06-24,57.28744939271255,283,494
71,2024-06-25,49.59514170040486,245,494
72,2024-06-26,46.35627530364373,229,494
73,2024-06-27,48.987854251012145,242,494
74,2024-06-28,49.79838709677419,247,496
75,2024-07-01,43.95161290322581,218,496
76,2024-07-02,47.58064516129033,236,496
77,2024-07-03,47.78225806451613,237,496
78,2024-07-04,47.78225806451613,237,496
79,2024-07-05,47.58064516129033,236,496
80,2024-07-08,48.58870967741936,241,496
81,2024-07-09,47.983870967741936,238,496
82,2024-07-10,53.62903225806451,266,496
83,2024-07-11,63.50806451612904,315,496
84,2024-07-12,69.95967741935483,347,496
85,2024-07-15,69.95967741935483,347,496
86,2024-07-16,77.62096774193549,385,496
87,2024-07-17,76.41129032258065,379,496
88,2024-07-18,71.57258064516128,355,496
89,2024-07-19,66.33064516129032,329,496
90,2024-07-22,69.55645161290323,345,496
91,2024-07-23,67.54032258064517,335,496
92,2024-07-24,60.88709677419355,302,496
93,2024-07-25,63.306451612903224,314,496
94,2024-07-26,69.75806451612904,346,496
95,2024-07-29,68.95161290322581,342,496
96,2024-07-30,70.16129032258065,348,496
97,2024-07-31,73.18548387096774,363,496
98,2024-08-01,63.91129032258065,317,496
99,2024-08-02,55.64516129032258,276,496
100,2024-08-05,44.75806451612903,222,496
101,2024-08-06,50.0,248,496
102,2024-08-07,45.96774193548387,228,496
103,2024-08-08,54.83870967741935,272,496
104,2024-08-09,58.87096774193549,292,496
105,2024-08-12,53.83064516129033,267,496
106,2024-08-13,60.483870967741936,300,496
107,2024-08-14,60.88709677419355,302,496
108,2024-08-15,68.14516129032258,338,496
109,2024-08-16,69.55645161290323,345,496
110,2024-08-19,72.58064516129032,360,496
111,2024-08-20,70.36290322580645,349,496
112,2024-08-21,73.99193548387096,367,496
113,2024-08-22,72.98387096774194,362,496
114,2024-08-23,79.43548387096774,394,496
115,2024-08-26,77.41935483870968,384,496
116,2024-08-27,76.61290322580645,380,496
117,2024-08-28,77.01612903225806,382,496
118,2024-08-29,78.42741935483872,389,496
119,2024-08-30,81.04838709677419,402,496
120,2024-09-02,81.04838709677419,402,496
121,2024-09-03,71.7741935483871,356,496
122,2024-09-04,71.57258064516128,355,496
123,2024-09-05,67.74193548387096,336,496
124,2024-09-06,61.49193548387096,305,496
125,2024-09-09,66.93548387096774,332,496
126,2024-09-10,65.7258064516129,326,496
127,2024-09-11,65.92741935483872,327,496
128,2024-09-12,69.75806451612904,346,496
129,2024-09-13,73.79032258064517,366,496
130,2024-09-16,76.20967741935483,378,496
131,2024-09-17,78.42741935483872,389,496
132,2024-09-18,74.39516129032258,369,496
133,2024-09-19,82.45967741935483,409,496
134,2024-09-20,79.43548387096774,394,496
135,2024-09-23,80.64516129032258,400,496
136,2024-09-24,80.84677419354838,401,496
137,2024-09-25,76.81451612903226,381,496
138,2024-09-26,82.25806451612904,408,496
139,2024-09-27,82.66129032258065,410,496
140,2024-09-30,81.85483870967742,406,496
141,2024-10-01,77.82258064516128,386,496
142,2024-10-02,76.81451612903226,381,496
143,2024-10-03,73.03822937625755,363,497
144,2024-10-04,76.45875251509054,380,497
145,2024-10-07,71.0261569416499,353,497
146,2024-10-08,72.63581488933602,361,497
147,2024-10-09,76.25754527162978,379,497
148,2024-10-10,72.23340040241449,359,497
149,2024-10-11,78.06841046277665,388,497
150,2024-10-14,81.89134808853119,407,497
151,2024-10-15,79.07444668008048,393,497
152,2024-10-16,79.87927565392354,397,497
153,2024-10-17,76.45875251509054,380,497
154,2024-10-18,79.47686116700201,395,497
155,2024-10-21,75.0503018108652,373,497
156,2024-10-22,70.02012072434609,348,497
157,2024-10-23,68.41046277665997,340,497
158,2024-10-24,65.99597585513078,328,497
159,2024-10-25,62.776659959758554,312,497
160,2024-10-28,65.79476861167002,327,497
161,2024-10-29,61.16700201207244,304,497
162,2024-10-30,60.160965794768615,299,497
163,2024-10-31,55.13078470824949,274,497
164,2024-11-01,53.52112676056338,266,497
165,2024-11-04,53.72233400402414,267,497
166,2024-11-05,59.55734406438632,296,497
167,2024-11-06,65.59356136820925,326,497
168,2024-11-07,66.19718309859155,329,497
169,2024-11-08,67.0020120724346,333,497
170,2024-11-11,66.59959758551308,331,497
171,2024-11-12,62.37424547283702,310,497
172,2024-11-13,63.581488933601605,316,497
173,2024-11-14,60.56338028169014,301,497
174,2024-11-15,56.74044265593562,282,497
175,2024-11-18,58.752515090543255,292,497
176,2024-11-19,56.53923541247485,281,497
177,2024-11-20,57.947686116700204,288,497
178,2024-11-21,64.1851106639839,319,497
179,2024-11-22,64.1851106639839,319,497
