Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GS,GS,GS,GS,GS,GS
Date,,,,,,
2024-09-24 00:00:00+00:00,498.0199890136719,498.0199890136719,499.55999755859375,494.1000061035156,497.5899963378906,1035400
2024-09-25 00:00:00+00:00,491.1400146484375,491.1400146484375,502.0,490.3999938964844,498.5,1763900
2024-09-26 00:00:00+00:00,496.9200134277344,496.9200134277344,498.3999938964844,492.4800109863281,494.0,1378100
2024-09-27 00:00:00+00:00,498.510009765625,498.510009765625,505.3999938964844,495.8599853515625,498.9700012207031,1420100
2024-09-30 00:00:00+00:00,495.1099853515625,495.1099853515625,496.5199890136719,488.8999938964844,494.8900146484375,1602500
2024-10-01 00:00:00+00:00,490.1700134277344,490.1700134277344,494.5799865722656,484.6099853515625,494.5799865722656,1528600
2024-10-02 00:00:00+00:00,491.989990234375,491.989990234375,494.8599853515625,487.95001220703125,491.1700134277344,1445100
2024-10-03 00:00:00+00:00,486.1000061035156,486.1000061035156,490.510009765625,484.20001220703125,489.92999267578125,1290600
2024-10-04 00:00:00+00:00,495.1600036621094,495.1600036621094,496.30999755859375,486.0,495.6400146484375,1721600
2024-10-07 00:00:00+00:00,494.6199951171875,494.6199951171875,499.010009765625,490.7900085449219,494.6300048828125,1173300
2024-10-08 00:00:00+00:00,496.57000732421875,496.57000732421875,498.3399963378906,492.7799987792969,497.0,1296700
2024-10-09 00:00:00+00:00,505.17999267578125,505.17999267578125,506.2699890136719,495.25,498.20001220703125,1695900
2024-10-10 00:00:00+00:00,503.7200012207031,503.7200012207031,506.79998779296875,499.5899963378906,506.30999755859375,1309000
2024-10-11 00:00:00+00:00,516.2999877929688,516.2999877929688,517.969970703125,507.79998779296875,508.0,2409700
2024-10-14 00:00:00+00:00,522.75,522.75,523.0700073242188,515.510009765625,517.6500244140625,2174900
2024-10-15 00:00:00+00:00,522.3800048828125,522.3800048828125,540.510009765625,515.510009765625,538.7999877929688,4525400
2024-10-16 00:00:00+00:00,529.8599853515625,529.8599853515625,536.219970703125,525.97998046875,530.0,2649000
2024-10-17 00:00:00+00:00,529.0,529.0,535.2899780273438,528.22998046875,531.239990234375,2123500
2024-10-18 00:00:00+00:00,528.5,528.5,530.77001953125,526.8699951171875,529.3900146484375,1779200
2024-10-21 00:00:00+00:00,517.7999877929688,517.7999877929688,529.8499755859375,517.0,528.0,1752100
2024-10-22 00:00:00+00:00,518.2999877929688,518.2999877929688,519.6300048828125,512.9400024414062,515.6099853515625,1588000
2024-10-23 00:00:00+00:00,517.2000122070312,517.2000122070312,520.0,513.4000244140625,515.7999877929688,1263200
2024-10-24 00:00:00+00:00,524.5,524.5,525.0,518.2000122070312,519.0,2058200
2024-10-25 00:00:00+00:00,512.5999755859375,512.5999755859375,528.7999877929688,510.739990234375,528.0499877929688,1633200
2024-10-28 00:00:00+00:00,523.5800170898438,523.5800170898438,524.5900268554688,514.97998046875,515.4000244140625,1687100
2024-10-29 00:00:00+00:00,524.280029296875,524.280029296875,527.239990234375,521.0,521.1799926757812,1281600
2024-10-30 00:00:00+00:00,524.4000244140625,524.4000244140625,530.7899780273438,523.0700073242188,523.4000244140625,1441600
2024-10-31 00:00:00+00:00,517.7899780273438,517.7899780273438,525.0,514.530029296875,522.4400024414062,2061700
2024-11-01 00:00:00+00:00,519.3499755859375,519.3499755859375,526.6400146484375,517.0399780273438,520.0,1625000
2024-11-04 00:00:00+00:00,511.4700012207031,511.4700012207031,518.0499877929688,510.510009765625,518.0,1797800
2024-11-05 00:00:00+00:00,526.9600219726562,526.9600219726562,527.4600219726562,512.5999755859375,513.0,2169900
2024-11-06 00:00:00+00:00,595.97998046875,595.97998046875,598.6099853515625,566.0999755859375,567.2999877929688,8042800
2024-11-07 00:00:00+00:00,582.1699829101562,582.1699829101562,595.0,581.52001953125,590.0,4475600
2024-11-08 00:00:00+00:00,589.260009765625,589.260009765625,595.1500244140625,581.2999877929688,586.4199829101562,2714000
2024-11-11 00:00:00+00:00,602.3400268554688,602.3400268554688,607.1500244140625,596.1699829101562,598.9000244140625,2510800
2024-11-12 00:00:00+00:00,592.5900268554688,592.5900268554688,602.0900268554688,591.469970703125,598.0499877929688,2392900
2024-11-13 00:00:00+00:00,594.219970703125,594.219970703125,603.5499877929688,592.6500244140625,594.6300048828125,1763100
2024-11-14 00:00:00+00:00,588.6099853515625,588.6099853515625,601.530029296875,586.239990234375,600.0,1670500
2024-11-15 00:00:00+00:00,593.5399780273438,593.5399780273438,595.1400146484375,587.0900268554688,593.3599853515625,2007700
2024-11-18 00:00:00+00:00,587.989990234375,587.989990234375,595.0700073242188,584.719970703125,594.7100219726562,1857600
2024-11-19 00:00:00+00:00,581.3800048828125,581.3800048828125,584.760009765625,575.510009765625,579.6599731445312,2217400
2024-11-20 00:00:00+00:00,581.9299926757812,581.9299926757812,587.7999877929688,576.6199951171875,583.8300170898438,1528600
2024-11-21 00:00:00+00:00,596.1099853515625,596.1099853515625,600.7000122070312,584.510009765625,586.510009765625,2281900
