Price,Adj Close,Close,High,Low,Open,Volume
Ticker,PLD,PLD,PLD,PLD,PLD,PLD
Date,,,,,,
2024-09-24 00:00:00+00:00,126.68000030517578,126.68000030517578,127.5199966430664,125.7699966430664,126.41000366210938,3979500
2024-09-25 00:00:00+00:00,125.38999938964844,125.38999938964844,127.22000122070312,124.77999877929688,126.7300033569336,3421700
2024-09-26 00:00:00+00:00,125.2300033569336,125.2300033569336,126.41999816894531,124.86000061035156,125.88999938964844,3235800
2024-09-27 00:00:00+00:00,125.58999633789062,125.58999633789062,127.31999969482422,125.27999877929688,125.98999786376953,3775200
2024-09-30 00:00:00+00:00,126.27999877929688,126.27999877929688,126.43000030517578,124.55999755859375,124.77999877929688,3608400
2024-10-01 00:00:00+00:00,124.61000061035156,124.61000061035156,126.72000122070312,123.4800033569336,126.63999938964844,3401500
2024-10-02 00:00:00+00:00,124.18000030517578,124.18000030517578,124.25,121.94999694824219,122.55999755859375,3848800
2024-10-03 00:00:00+00:00,122.04000091552734,122.04000091552734,123.75,121.5,123.7300033569336,3400500
2024-10-04 00:00:00+00:00,122.41999816894531,122.41999816894531,122.77999877929688,120.36000061035156,121.58999633789062,2774000
2024-10-07 00:00:00+00:00,120.0,120.0,121.7300033569336,119.30999755859375,121.36000061035156,3186500
2024-10-08 00:00:00+00:00,119.33999633789062,119.33999633789062,120.68000030517578,118.22000122070312,120.29000091552734,3035400
2024-10-09 00:00:00+00:00,118.83999633789062,118.83999633789062,119.47000122070312,117.9000015258789,118.19000244140625,3661700
2024-10-10 00:00:00+00:00,118.27999877929688,118.27999877929688,119.13999938964844,117.47000122070312,118.05999755859375,2767100
2024-10-11 00:00:00+00:00,120.23999786376953,120.23999786376953,120.41999816894531,118.1500015258789,118.77999877929688,2712000
2024-10-14 00:00:00+00:00,120.45999908447266,120.45999908447266,120.97000122070312,119.5,120.04000091552734,1979000
2024-10-15 00:00:00+00:00,121.38999938964844,121.38999938964844,123.05000305175781,120.73999786376953,120.73999786376953,5453600
2024-10-16 00:00:00+00:00,126.97000122070312,126.97000122070312,127.6500015258789,121.7699966430664,123.04000091552734,5565200
2024-10-17 00:00:00+00:00,122.69999694824219,122.69999694824219,126.91999816894531,122.69999694824219,126.04000091552734,5446800
2024-10-18 00:00:00+00:00,122.5,122.5,123.3499984741211,121.61000061035156,123.01000213623047,3690900
2024-10-21 00:00:00+00:00,117.7699966430664,117.7699966430664,121.45999908447266,117.56999969482422,120.72000122070312,3866200
2024-10-22 00:00:00+00:00,118.94000244140625,118.94000244140625,119.5999984741211,117.3499984741211,117.3499984741211,3374600
2024-10-23 00:00:00+00:00,120.83000183105469,120.83000183105469,121.11000061035156,118.9000015258789,118.93000030517578,4133100
2024-10-24 00:00:00+00:00,120.38999938964844,120.38999938964844,121.13999938964844,119.80000305175781,120.05000305175781,4332900
2024-10-25 00:00:00+00:00,117.54000091552734,117.54000091552734,120.33000183105469,117.44000244140625,119.80000305175781,3247300
2024-10-28 00:00:00+00:00,117.80999755859375,117.80999755859375,118.80000305175781,117.0999984741211,118.44000244140625,3648500
2024-10-29 00:00:00+00:00,115.30999755859375,115.30999755859375,118.13999938964844,115.30999755859375,117.77999877929688,3595700
2024-10-30 00:00:00+00:00,115.87000274658203,115.87000274658203,117.26000213623047,115.31999969482422,115.9000015258789,3780200
2024-10-31 00:00:00+00:00,112.94000244140625,112.94000244140625,115.68000030517578,112.86000061035156,115.16999816894531,5021300
2024-11-01 00:00:00+00:00,113.4000015258789,113.4000015258789,115.37000274658203,113.37999725341797,114.80999755859375,3941700
2024-11-04 00:00:00+00:00,113.86000061035156,113.86000061035156,115.08999633789062,113.12000274658203,114.04000091552734,2439800
2024-11-05 00:00:00+00:00,114.43000030517578,114.43000030517578,114.43000030517578,112.41000366210938,112.9800033569336,2370200
2024-11-06 00:00:00+00:00,113.73999786376953,113.73999786376953,115.70999908447266,111.4000015258789,115.70999908447266,5768000
2024-11-07 00:00:00+00:00,114.20999908447266,114.20999908447266,114.69000244140625,113.37999725341797,114.16000366210938,3035800
2024-11-08 00:00:00+00:00,115.83000183105469,115.83000183105469,116.0,113.94000244140625,114.5,3250900
2024-11-11 00:00:00+00:00,114.0999984741211,114.0999984741211,116.4800033569336,113.80000305175781,115.72000122070312,3547000
2024-11-12 00:00:00+00:00,112.75,112.75,115.12000274658203,112.47000122070312,113.80999755859375,2708100
2024-11-13 00:00:00+00:00,116.56999969482422,116.56999969482422,117.13999938964844,113.86000061035156,113.91999816894531,4772300
2024-11-14 00:00:00+00:00,114.75,114.75,116.69999694824219,114.2699966430664,116.4000015258789,4757000
2024-11-15 00:00:00+00:00,113.41999816894531,113.41999816894531,114.9800033569336,112.66999816894531,114.36000061035156,3889000
2024-11-18 00:00:00+00:00,114.6500015258789,114.6500015258789,114.69000244140625,112.41000366210938,112.8499984741211,2411400
2024-11-19 00:00:00+00:00,115.12999725341797,115.12999725341797,115.44000244140625,112.88999938964844,113.81999969482422,2950800
2024-11-20 00:00:00+00:00,114.54000091552734,114.54000091552734,114.72000122070312,113.5999984741211,114.41999816894531,2821800
2024-11-21 00:00:00+00:00,113.97000122070312,113.97000122070312,114.98999786376953,113.5999984741211,114.51000213623047,2626500
