,date,breadth,stocks_above_ma,valid_stocks
0,2021-01-22,60.816326530612244,298,490
1,2021-01-25,59.795918367346935,293,490
2,2021-01-26,49.59183673469388,243,490
3,2021-01-27,27.55102040816326,135,490
4,2021-01-28,34.89795918367347,171,490
5,2021-01-29,21.224489795918366,104,490
6,2021-02-01,30.408163265306122,149,490
7,2021-02-02,43.46938775510204,213,490
8,2021-02-03,44.285714285714285,217,490
9,2021-02-04,59.38775510204082,291,490
10,2021-02-05,64.48979591836735,316,490
11,2021-02-08,74.28571428571429,364,490
12,2021-02-09,72.24489795918367,354,490
13,2021-02-10,74.89795918367346,367,490
14,2021-02-11,71.63265306122449,351,490
15,2021-02-12,74.08163265306122,363,490
16,2021-02-15,74.08163265306122,363,490
17,2021-02-16,68.77551020408164,337,490
18,2021-02-17,67.9591836734694,333,490
19,2021-02-18,68.57142857142857,336,490
20,2021-02-19,66.53061224489795,326,490
21,2021-02-22,60.40816326530612,296,490
22,2021-02-23,58.97959183673469,289,490
23,2021-02-24,64.48979591836735,316,490
24,2021-02-25,53.87755102040816,264,490
25,2021-02-26,47.95918367346938,235,490
26,2021-03-01,61.42857142857143,301,490
27,2021-03-02,58.36734693877551,286,490
28,2021-03-03,49.59183673469388,243,490
29,2021-03-04,40.816326530612244,200,490
30,2021-03-05,59.38775510204082,291,490
31,2021-03-08,61.836734693877546,303,490
32,2021-03-09,65.3061224489796,320,490
33,2021-03-10,71.42857142857143,350,490
34,2021-03-11,76.12244897959184,373,490
35,2021-03-12,77.3469387755102,379,490
36,2021-03-15,83.26530612244898,408,490
37,2021-03-16,80.40816326530611,394,490
38,2021-03-17,81.83673469387756,401,490
39,2021-03-18,68.9795918367347,338,490
40,2021-03-19,67.14285714285714,329,490
41,2021-03-22,67.9591836734694,333,490
42,2021-03-23,51.83673469387755,254,490
43,2021-03-24,51.63265306122449,253,490
44,2021-03-25,63.87755102040816,313,490
45,2021-03-26,79.38775510204081,389,490
46,2021-03-29,70.40816326530613,345,490
47,2021-03-30,75.51020408163265,370,490
48,2021-03-31,73.26530612244898,359,490
49,2021-04-01,82.85714285714286,406,490
50,2021-04-02,82.85714285714286,406,490
51,2021-04-05,85.51020408163265,419,490
52,2021-04-06,85.10204081632654,417,490
53,2021-04-07,82.0408163265306,402,490
54,2021-04-08,79.59183673469387,390,490
55,2021-04-09,83.06122448979592,407,490
56,2021-04-12,83.6734693877551,410,490
57,2021-04-13,79.79591836734694,391,490
58,2021-04-14,85.91836734693878,421,490
59,2021-04-15,86.93877551020408,426,490
60,2021-04-16,89.18367346938776,437,490
61,2021-04-19,84.6938775510204,415,490
62,2021-04-20,72.24489795918367,354,490
