,date,breadth,stocks_above_ma,valid_stocks
63,2021-04-21,84.08163265306122,412,490
64,2021-04-22,73.26530612244898,359,490
65,2021-04-23,79.38775510204081,389,490
66,2021-04-26,80.0,392,490
67,2021-04-27,78.16326530612245,383,490
68,2021-04-28,74.28571428571429,364,490
69,2021-04-29,78.36734693877551,384,490
70,2021-04-30,67.55102040816327,331,490
71,2021-05-03,72.6530612244898,356,490
72,2021-05-04,65.3061224489796,320,490
73,2021-05-05,63.26530612244898,310,490
74,2021-05-06,66.93877551020408,328,490
75,2021-05-07,73.46938775510205,360,490
76,2021-05-10,68.16326530612244,334,490
77,2021-05-11,59.591836734693885,292,490
78,2021-05-12,35.714285714285715,175,490
79,2021-05-13,50.204081632653065,246,490
80,2021-05-14,59.795918367346935,293,490
81,2021-05-17,56.326530612244895,276,490
82,2021-05-18,49.183673469387756,241,490
83,2021-05-19,39.183673469387756,192,490
84,2021-05-20,51.22448979591837,251,490
85,2021-05-21,51.83673469387755,254,490
86,2021-05-24,62.44897959183674,306,490
87,2021-05-25,54.08163265306123,265,490
88,2021-05-26,58.57142857142858,287,490
89,2021-05-27,63.87755102040816,313,490
90,2021-05-28,66.12244897959184,324,490
91,2021-05-31,66.12244897959184,324,490
92,2021-06-01,66.12244897959184,324,490
93,2021-06-02,63.6734693877551,312,490
94,2021-06-03,61.63265306122449,302,490
95,2021-06-04,66.12244897959184,324,490
96,2021-06-07,61.224489795918366,300,490
97,2021-06-08,62.44897959183674,306,490
98,2021-06-09,59.183673469387756,290,490
99,2021-06-10,62.44897959183674,306,490
100,2021-06-11,64.08163265306122,314,490
101,2021-06-14,58.16326530612245,285,490
102,2021-06-15,59.795918367346935,293,490
103,2021-06-16,46.326530612244895,227,490
104,2021-06-17,40.40816326530612,198,490
105,2021-06-18,24.489795918367346,120,490
106,2021-06-21,40.61224489795918,199,490
107,2021-06-22,39.795918367346935,195,490
108,2021-06-23,37.3469387755102,183,490
109,2021-06-24,44.69387755102041,219,490
110,2021-06-25,53.06122448979592,260,490
111,2021-06-28,46.53061224489796,228,490
112,2021-06-29,46.12244897959184,226,490
113,2021-06-30,48.36734693877551,237,490
114,2021-07-01,58.97959183673469,289,490
115,2021-07-02,59.183673469387756,290,490
116,2021-07-05,59.183673469387756,290,490
117,2021-07-06,50.40816326530613,247,490
118,2021-07-07,57.3469387755102,281,490
119,2021-07-08,46.93877551020408,230,490
120,2021-07-09,64.89795918367346,318,490
121,2021-07-12,69.38775510204081,340,490
122,2021-07-13,59.183673469387756,290,490
123,2021-07-14,59.591836734693885,292,490
124,2021-07-15,58.57142857142858,287,490
125,2021-07-16,52.44897959183673,257,490
126,2021-07-19,33.6734693877551,165,490
127,2021-07-20,49.59183673469388,243,490
128,2021-07-21,58.77551020408164,288,490
129,2021-07-22,51.83673469387755,254,490
130,2021-07-23,63.26530612244898,310,490
131,2021-07-26,65.10204081632654,319,490
132,2021-07-27,62.04081632653061,304,490
133,2021-07-28,61.836734693877546,303,490
134,2021-07-29,70.81632653061224,347,490
135,2021-07-30,65.10204081632654,319,490
136,2021-08-02,62.244897959183675,305,490
137,2021-08-03,69.18367346938776,339,490
138,2021-08-04,57.14285714285714,280,490
139,2021-08-05,66.93877551020408,328,490
140,2021-08-06,70.61224489795919,346,490
141,2021-08-09,64.6938775510204,317,490
142,2021-08-10,68.16326530612244,334,490
143,2021-08-11,72.0408163265306,353,490
144,2021-08-12,71.42857142857143,350,490
145,2021-08-13,71.42857142857143,350,490
146,2021-08-16,72.44897959183673,355,490
147,2021-08-17,62.44897959183674,306,490
148,2021-08-18,49.183673469387756,241,490
149,2021-08-19,45.91836734693878,225,490
150,2021-08-20,52.6530612244898,258,490
151,2021-08-23,59.795918367346935,293,490
152,2021-08-24,64.89795918367346,318,490
153,2021-08-25,67.75510204081633,332,490
154,2021-08-26,57.55102040816327,282,490
155,2021-08-27,70.61224489795919,346,490
156,2021-08-30,69.18367346938776,339,490
157,2021-08-31,69.18367346938776,339,490
158,2021-09-01,67.75510204081633,332,490
159,2021-09-02,76.32653061224491,374,490
160,2021-09-03,67.3469387755102,330,490
161,2021-09-06,67.3469387755102,330,490
162,2021-09-07,50.61224489795918,248,490
163,2021-09-08,53.673469387755105,263,490
164,2021-09-09,47.755102040816325,234,490
165,2021-09-10,37.755102040816325,185,490
166,2021-09-13,41.83673469387755,205,490
167,2021-09-14,34.48979591836735,169,490
168,2021-09-15,45.91836734693878,225,490
169,2021-09-16,43.87755102040816,215,490
170,2021-09-17,32.6530612244898,160,490
171,2021-09-20,15.714285714285714,77,490
172,2021-09-21,15.306122448979592,75,490
173,2021-09-22,27.55102040816326,135,490
174,2021-09-23,41.83673469387755,205,490
175,2021-09-24,42.244897959183675,207,490
176,2021-09-27,40.40816326530612,198,490
177,2021-09-28,29.38775510204082,144,490
178,2021-09-29,31.428571428571427,154,490
179,2021-09-30,21.836734693877553,107,490
180,2021-10-01,32.04081632653061,157,490
181,2021-10-04,30.408163265306122,149,490
182,2021-10-05,35.714285714285715,175,490
183,2021-10-06,41.42857142857143,203,490
184,2021-10-07,52.6530612244898,258,490
185,2021-10-08,48.97959183673469,240,490
186,2021-10-11,44.08163265306123,216,490
187,2021-10-12,45.714285714285715,224,490
188,2021-10-13,47.14285714285714,231,490
189,2021-10-14,69.18367346938776,339,490
190,2021-10-15,73.87755102040816,362,490
191,2021-10-18,72.85714285714285,357,490
192,2021-10-19,78.9795918367347,387,490
193,2021-10-20,83.6734693877551,410,490
194,2021-10-21,83.06122448979592,407,490
195,2021-10-22,83.87755102040816,411,490
196,2021-10-25,81.42857142857143,399,490
197,2021-10-26,82.0408163265306,402,490
198,2021-10-27,67.75510204081633,332,490
199,2021-10-28,74.08163265306122,363,490
200,2021-10-29,68.36734693877551,335,490
201,2021-11-01,73.87755102040816,362,490
202,2021-11-02,71.63265306122449,351,490
203,2021-11-03,74.6938775510204,366,490
204,2021-11-04,67.9591836734694,333,490
205,2021-11-05,73.46938775510205,360,490
206,2021-11-08,74.6938775510204,366,490
207,2021-11-09,70.61224489795919,346,490
208,2021-11-10,68.57142857142857,336,490
209,2021-11-11,65.91836734693878,323,490
210,2021-11-12,65.91836734693878,323,490
211,2021-11-15,67.55102040816327,331,490
212,2021-11-16,66.73469387755102,327,490
213,2021-11-17,58.97959183673469,289,490
214,2021-11-18,54.48979591836734,267,490
215,2021-11-19,46.53061224489796,228,490
216,2021-11-22,48.57142857142857,238,490
217,2021-11-23,56.93877551020409,279,490
218,2021-11-24,55.306122448979586,271,490
219,2021-11-25,55.306122448979586,271,490
220,2021-11-26,24.693877551020407,121,490
221,2021-11-29,36.734693877551024,180,490
222,2021-11-30,13.061224489795919,64,490
223,2021-12-01,10.612244897959183,52,490
224,2021-12-02,23.877551020408163,117,490
225,2021-12-03,26.122448979591837,128,490
226,2021-12-06,37.95918367346939,186,490
227,2021-12-07,59.591836734693885,292,490
228,2021-12-08,63.6734693877551,312,490
229,2021-12-09,55.306122448979586,271,490
230,2021-12-10,63.6734693877551,312,490
231,2021-12-13,53.673469387755105,263,490
232,2021-12-14,46.12244897959184,226,490
233,2021-12-15,59.183673469387756,290,490
234,2021-12-16,59.795918367346935,293,490
235,2021-12-17,44.89795918367347,220,490
236,2021-12-20,34.08163265306122,167,490
237,2021-12-21,56.326530612244895,276,490
238,2021-12-22,65.10204081632654,319,490
239,2021-12-23,75.3061224489796,369,490
240,2021-12-24,75.3061224489796,369,490
241,2021-12-27,90.0,441,490
242,2021-12-28,89.59183673469387,439,490
243,2021-12-29,89.38775510204081,438,490
244,2021-12-30,88.9795918367347,436,490
245,2021-12-31,87.95918367346938,431,490
246,2022-01-03,80.40816326530611,394,490
247,2022-01-04,79.59183673469387,390,490
248,2022-01-05,63.26530612244898,310,490
249,2022-01-06,63.87755102040816,313,490
250,2022-01-07,57.75510204081633,283,490
251,2022-01-10,52.85714285714286,259,490
252,2022-01-11,56.326530612244895,276,490
253,2022-01-12,58.16326530612245,285,490
254,2022-01-13,53.06122448979592,260,490
255,2022-01-14,49.183673469387756,241,490
256,2022-01-17,49.183673469387756,241,490
257,2022-01-18,37.755102040816325,185,490
258,2022-01-19,32.6530612244898,160,490
259,2022-01-20,25.510204081632654,125,490
260,2022-01-21,15.918367346938775,78,490
261,2022-01-24,14.897959183673471,73,490
262,2022-01-25,12.857142857142856,63,490
263,2022-01-26,10.816326530612246,53,490
264,2022-01-27,12.448979591836734,61,490
265,2022-01-28,21.224489795918366,104,490
266,2022-01-31,28.367346938775512,139,490
267,2022-02-01,35.10204081632653,172,490
268,2022-02-02,49.38775510204081,242,490
269,2022-02-03,40.816326530612244,200,490
270,2022-02-04,42.44897959183673,208,490
271,2022-02-07,44.69387755102041,219,490
272,2022-02-08,53.46938775510204,262,490
273,2022-02-09,68.57142857142857,336,490
274,2022-02-10,51.02040816326531,250,490
275,2022-02-11,42.244897959183675,207,490
276,2022-02-14,38.36734693877551,188,490
277,2022-02-15,52.04081632653062,255,490
278,2022-02-16,54.378818737270876,267,491
279,2022-02-17,39.307535641547865,193,491
280,2022-02-18,35.84521384928717,176,491
281,2022-02-21,35.84521384928717,176,491
282,2022-02-22,27.494908350305497,135,491
283,2022-02-23,17.515274949083505,86,491
284,2022-02-24,21.181262729124235,104,491
285,2022-02-25,46.63951120162933,229,491
286,2022-02-28,38.69653767820774,190,491
287,2022-03-01,28.105906313645622,138,491
288,2022-03-02,44.39918533604888,218,491
289,2022-03-03,46.84317718940937,230,491
290,2022-03-04,45.41751527494908,223,491
291,2022-03-07,34.21588594704684,168,491
292,2022-03-08,25.865580448065174,127,491
293,2022-03-09,37.88187372708758,186,491
294,2022-03-10,36.252545824847246,178,491
295,2022-03-11,33.19755600814664,163,491
296,2022-03-14,31.568228105906314,155,491
297,2022-03-15,43.9918533604888,216,491
298,2022-03-16,65.9877800407332,324,491
299,2022-03-17,76.37474541751527,375,491
300,2022-03-18,83.70672097759673,411,491
301,2022-03-21,82.28105906313645,404,491
302,2022-03-22,88.79837067209776,436,491
303,2022-03-23,72.09775967413442,354,491
304,2022-03-24,82.4847250509165,405,491
305,2022-03-25,85.74338085539715,421,491
306,2022-03-28,88.79837067209776,436,491
307,2022-03-29,94.5010183299389,464,491
308,2022-03-30,89.61303462321793,440,491
309,2022-03-31,78.41140529531569,385,491
310,2022-04-01,77.80040733197556,382,491
311,2022-04-04,79.0224032586558,388,491
312,2022-04-05,65.37678207739307,321,491
313,2022-04-06,57.0264765784114,280,491
314,2022-04-07,57.841140529531565,284,491
315,2022-04-08,57.63747454175153,283,491
316,2022-04-11,50.101832993890014,246,491
317,2022-04-12,45.41751527494908,223,491
318,2022-04-13,51.32382892057027,252,491
319,2022-04-14,46.02851323828921,226,491
320,2022-04-15,46.02851323828921,226,491
321,2022-04-18,42.15885947046843,207,491
322,2022-04-19,53.56415478615071,263,491
323,2022-04-20,64.15478615071282,315,491
324,2022-04-21,53.56415478615071,263,491
325,2022-04-22,25.661914460285136,126,491
326,2022-04-25,25.45824847250509,125,491
327,2022-04-26,15.478615071283095,76,491
328,2022-04-27,18.329938900203665,90,491
329,2022-04-28,30.549898167006113,150,491
330,2022-04-29,12.627291242362526,62,491
331,2022-05-02,15.071283095723015,74,491
332,2022-05-03,19.95926680244399,98,491
333,2022-05-04,44.19551934826884,217,491
334,2022-05-05,23.625254582484725,116,491
335,2022-05-06,20.977596741344197,103,491
336,2022-05-09,9.979633401221996,49,491
337,2022-05-10,9.572301425661914,47,491
338,2022-05-11,8.146639511201629,40,491
339,2022-05-12,11.608961303462321,57,491
340,2022-05-13,20.366598778004075,100,491
341,2022-05-16,21.792260692464357,107,491
342,2022-05-17,38.4928716904277,189,491
343,2022-05-18,16.700610997963338,82,491
344,2022-05-19,16.90427698574338,83,491
345,2022-05-20,22.19959266802444,109,491
346,2022-05-23,33.401221995926676,164,491
347,2022-05-24,32.79022403258656,161,491
348,2022-05-25,42.76985743380855,210,491
349,2022-05-26,64.35845213849288,316,491
350,2022-05-27,85.94704684317719,422,491
351,2022-05-30,85.94704684317719,422,491
352,2022-05-31,81.87372708757637,402,491
353,2022-06-01,70.87576374745417,348,491
354,2022-06-02,87.57637474541752,430,491
355,2022-06-03,77.59674134419552,381,491
356,2022-06-06,79.22606924643586,389,491
357,2022-06-07,86.9653767820774,427,491
358,2022-06-08,71.07942973523421,349,491
359,2022-06-09,41.54786150712831,204,491
360,2022-06-10,14.867617107942973,73,491
361,2022-06-13,2.8513238289205702,14,491
362,2022-06-14,3.6659877800407332,18,491
363,2022-06-15,4.684317718940937,23,491
364,2022-06-16,1.4256619144602851,7,491
365,2022-06-17,2.240325865580448,11,491
366,2022-06-20,2.240325865580448,11,491
367,2022-06-21,7.128309572301425,35,491
368,2022-06-22,8.961303462321792,44,491
369,2022-06-23,18.94093686354379,93,491
370,2022-06-24,36.252545824847246,178,491
371,2022-06-27,36.65987780040733,180,491
372,2022-06-28,21.181262729124235,104,491
373,2022-06-29,24.643584521384927,121,491
374,2022-06-30,27.29124236252546,134,491
375,2022-07-01,41.14052953156823,202,491
376,2022-07-04,41.14052953156823,202,491
377,2022-07-05,41.54786150712831,204,491
378,2022-07-06,47.86150712830957,235,491
379,2022-07-07,60.4887983706721,297,491
380,2022-07-08,58.85947046843177,289,491
381,2022-07-11,56.211812627291245,276,491
382,2022-07-12,53.360488798370675,262,491
383,2022-07-13,47.45417515274949,233,491
384,2022-07-14,39.103869653767816,192,491
385,2022-07-15,64.96945010183299,319,491
386,2022-07-18,53.15682281059063,261,491
387,2022-07-19,82.89205702647658,407,491
388,2022-07-20,76.78207739307535,377,491
389,2022-07-21,78.41140529531569,385,491
390,2022-07-22,77.39307535641548,380,491
391,2022-07-25,82.89205702647658,407,491
392,2022-07-26,77.80040733197556,382,491
393,2022-07-27,85.94704684317719,422,491
394,2022-07-28,85.5397148676171,420,491
395,2022-07-29,87.9837067209776,432,491
396,2022-08-01,86.76171079429736,426,491
397,2022-08-02,82.28105906313645,404,491
398,2022-08-03,84.5213849287169,415,491
399,2022-08-04,79.42973523421588,390,491
400,2022-08-05,80.85539714867616,397,491
401,2022-08-08,82.89205702647658,407,491
402,2022-08-09,79.83706720977597,392,491
403,2022-08-10,87.9837067209776,432,491
404,2022-08-11,89.40936863543789,439,491
405,2022-08-12,93.27902240325867,458,491
406,2022-08-15,92.66802443991853,455,491
407,2022-08-16,92.05702647657841,452,491
408,2022-08-17,87.16904276985743,428,491
409,2022-08-18,89.0020366598778,437,491
410,2022-08-19,79.0224032586558,388,491
411,2022-08-22,48.26883910386965,237,491
412,2022-08-23,42.76985743380855,210,491
413,2022-08-24,45.21384928716905,222,491
414,2022-08-25,58.45213849287168,287,491
415,2022-08-26,21.9959266802444,108,491
416,2022-08-29,20.570264765784113,101,491
417,2022-08-30,11.201629327902241,55,491
418,2022-08-31,7.3319755600814664,36,491
419,2022-09-01,8.961303462321792,44,491
420,2022-09-02,7.535641547861507,37,491
421,2022-09-05,7.535641547861507,37,491
422,2022-09-06,5.906313645621181,29,491
423,2022-09-07,19.75560081466395,97,491
424,2022-09-08,29.735234215885946,146,491
425,2022-09-09,46.435845213849284,228,491
426,2022-09-12,64.96945010183299,319,491
427,2022-09-13,17.718940936863543,87,491
428,2022-09-14,21.9959266802444,108,491
429,2022-09-15,20.773930753564155,102,491
430,2022-09-16,14.867617107942973,73,491
431,2022-09-19,21.792260692464357,107,491
432,2022-09-20,13.238289205702646,65,491
433,2022-09-21,6.517311608961303,32,491
434,2022-09-22,5.4989816700611,27,491
435,2022-09-23,2.8513238289205702,14,491
436,2022-09-26,1.8329938900203666,9,491
437,2022-09-27,2.4439918533604885,12,491
438,2022-09-28,8.55397148676171,42,491
439,2022-09-29,4.684317718940937,23,491
440,2022-09-30,2.4439918533604885,12,491
441,2022-10-03,14.25661914460285,70,491
442,2022-10-04,49.287169042769854,242,491
443,2022-10-05,46.23217922606925,227,491
444,2022-10-06,38.289205702647656,188,491
445,2022-10-07,18.126272912423623,89,491
446,2022-10-10,19.75560081466395,97,491
447,2022-10-11,23.625254582484725,116,491
448,2022-10-12,20.570264765784113,101,491
449,2022-10-13,42.76985743380855,210,491
450,2022-10-14,26.476578411405292,130,491
451,2022-10-17,53.360488798370675,262,491
452,2022-10-18,70.67209775967413,347,491
453,2022-10-19,56.61914460285132,278,491
454,2022-10-20,43.38085539714868,213,491
455,2022-10-21,67.0061099796334,329,491
456,2022-10-24,73.11608961303462,359,491
457,2022-10-25,88.59470468431772,435,491
458,2022-10-26,84.72505091649694,416,491
459,2022-10-27,83.70672097759673,411,491
460,2022-10-28,90.22403258655804,443,491
461,2022-10-31,88.18737270875764,433,491
462,2022-11-01,88.79837067209776,436,491
463,2022-11-02,75.15274949083503,369,491
464,2022-11-03,69.24643584521385,340,491
465,2022-11-04,77.80040733197556,382,491
466,2022-11-07,79.0224032586558,388,491
467,2022-11-08,80.44806517311609,395,491
468,2022-11-09,70.67209775967413,347,491
469,2022-11-10,90.22403258655804,443,491
470,2022-11-11,87.16904276985743,428,491
471,2022-11-14,84.5213849287169,415,491
472,2022-11-15,85.33604887983707,419,491
473,2022-11-16,83.70672097759673,411,491
474,2022-11-17,81.26272912423626,399,491
475,2022-11-18,85.33604887983707,419,491
476,2022-11-21,83.91038696537679,412,491
477,2022-11-22,88.39103869653768,434,491
478,2022-11-23,88.79837067209776,436,491
479,2022-11-24,88.79837067209776,436,491
480,2022-11-25,89.81670061099797,441,491
481,2022-11-28,77.39307535641548,380,491
482,2022-11-29,80.85539714867616,397,491
483,2022-11-30,92.05702647657841,452,491
484,2022-12-01,89.20570264765783,438,491
485,2022-12-02,87.37270875763747,429,491
486,2022-12-05,69.4501018329939,341,491
487,2022-12-06,50.30549898167006,247,491
488,2022-12-07,47.04684317718941,231,491
489,2022-12-08,53.15682281059063,261,491
490,2022-12-09,39.91853360488798,196,491
491,2022-12-12,58.65580448065173,288,491
492,2022-12-13,65.9877800407332,324,491
493,2022-12-14,58.65580448065173,288,491
494,2022-12-15,27.494908350305497,135,491
495,2022-12-16,15.682281059063136,77,491
496,2022-12-19,10.590631364562118,52,491
497,2022-12-20,13.034623217922606,64,491
498,2022-12-21,25.661914460285136,126,491
499,2022-12-22,17.515274949083505,86,491
500,2022-12-23,26.272912423625254,129,491
501,2022-12-26,26.272912423625254,129,491
502,2022-12-27,31.364562118126273,154,491
503,2022-12-28,16.4969450101833,81,491
504,2022-12-29,35.234215885947044,173,491
505,2022-12-30,28.30957230142566,139,491
506,2023-01-02,28.30957230142566,139,491
507,2023-01-03,32.9938900203666,162,491
508,2023-01-04,53.15682281059063,261,491
509,2023-01-05,41.34419551934827,203,491
510,2023-01-06,69.85743380855396,343,491
511,2023-01-09,69.04276985743381,339,491
512,2023-01-10,73.72708757637476,362,491
513,2023-01-11,82.4847250509165,405,491
514,2023-01-12,81.4663951120163,400,491
515,2023-01-13,83.29938900203666,409,491
516,2023-01-16,83.29938900203666,409,491
517,2023-01-17,81.5040650406504,401,492
518,2023-01-18,67.88617886178862,334,492
519,2023-01-19,54.87804878048781,270,492
520,2023-01-20,68.4959349593496,337,492
521,2023-01-23,71.34146341463415,351,492
522,2023-01-24,72.5609756097561,357,492
523,2023-01-25,71.54471544715447,352,492
524,2023-01-26,75.40650406504065,371,492
525,2023-01-27,72.76422764227642,358,492
526,2023-01-30,64.63414634146342,318,492
527,2023-01-31,77.84552845528455,383,492
528,2023-02-01,78.45528455284553,386,492
529,2023-02-02,73.78048780487805,363,492
530,2023-02-03,67.07317073170732,330,492
531,2023-02-06,61.58536585365854,303,492
532,2023-02-07,68.29268292682927,336,492
533,2023-02-08,58.739837398373986,289,492
534,2023-02-09,51.6260162601626,254,492
535,2023-02-10,54.47154471544715,268,492
536,2023-02-13,69.3089430894309,341,492
537,2023-02-14,62.601626016260155,308,492
538,2023-02-15,66.869918699187,329,492
539,2023-02-16,51.21951219512195,252,492
540,2023-02-17,49.59349593495935,244,492
541,2023-02-20,49.59349593495935,244,492
542,2023-02-21,25.609756097560975,126,492
543,2023-02-22,24.390243902439025,120,492
544,2023-02-23,25.203252032520325,124,492
545,2023-02-24,20.528455284552845,101,492
546,2023-02-27,21.544715447154474,106,492
547,2023-02-28,19.51219512195122,96,492
548,2023-03-01,19.308943089430894,95,492
549,2023-03-02,26.82926829268293,132,492
550,2023-03-03,40.447154471544714,199,492
551,2023-03-06,40.040650406504064,197,492
552,2023-03-07,25.203252032520325,124,492
553,2023-03-08,27.64227642276423,136,492
554,2023-03-09,14.43089430894309,71,492
555,2023-03-10,7.113821138211382,35,492
556,2023-03-13,9.959349593495935,49,492
557,2023-03-14,22.35772357723577,110,492
558,2023-03-15,19.715447154471544,97,492
559,2023-03-16,27.03252032520325,133,492
560,2023-03-17,23.170731707317074,114,492
561,2023-03-20,31.50406504065041,155,492
562,2023-03-21,36.58536585365854,180,492
563,2023-03-22,22.96747967479675,113,492
564,2023-03-23,24.390243902439025,120,492
565,2023-03-24,34.959349593495936,172,492
566,2023-03-27,39.63414634146341,195,492
567,2023-03-28,42.47967479674797,209,492
568,2023-03-29,60.36585365853659,297,492
569,2023-03-30,68.29268292682927,336,492
570,2023-03-31,85.36585365853658,420,492
571,2023-04-03,86.78861788617887,427,492
572,2023-04-04,76.42276422764228,376,492
573,2023-04-05,70.1219512195122,345,492
574,2023-04-06,70.32520325203252,346,492
575,2023-04-07,70.32520325203252,346,492
576,2023-04-10,81.5040650406504,401,492
577,2023-04-11,83.73983739837398,412,492
578,2023-04-12,79.26829268292683,390,492
579,2023-04-13,84.14634146341463,414,492
580,2023-04-14,78.2520325203252,385,492
581,2023-04-17,85.56910569105692,421,492
582,2023-04-18,85.36585365853658,420,492
583,2023-04-19,79.67479674796748,392,492
584,2023-04-20,72.35772357723577,356,492
585,2023-04-21,69.51219512195121,342,492
586,2023-04-24,69.51219512195121,342,492
587,2023-04-25,46.54471544715447,229,492
588,2023-04-26,30.89430894308943,152,492
589,2023-04-27,47.764227642276424,235,492
590,2023-04-28,57.113821138211385,281,492
591,2023-05-01,55.08130081300813,271,492
592,2023-05-02,39.43089430894309,194,492
593,2023-05-03,36.17886178861789,178,492
594,2023-05-04,34.34959349593496,169,492
595,2023-05-05,47.357723577235774,233,492
596,2023-05-08,47.15447154471545,232,492
597,2023-05-09,42.27642276422765,208,492
598,2023-05-10,43.69918699186992,215,492
599,2023-05-11,40.447154471544714,199,492
600,2023-05-12,41.66666666666667,205,492
601,2023-05-15,42.886178861788615,211,492
602,2023-05-16,30.89430894308943,152,492
603,2023-05-17,41.66666666666667,205,492
604,2023-05-18,48.3739837398374,238,492
605,2023-05-19,46.138211382113816,227,492
606,2023-05-22,48.577235772357724,239,492
607,2023-05-23,37.80487804878049,186,492
608,2023-05-24,28.455284552845526,140,492
609,2023-05-25,29.878048780487802,147,492
610,2023-05-26,37.60162601626016,185,492
611,2023-05-29,37.60162601626016,185,492
612,2023-05-30,36.78861788617886,181,492
613,2023-05-31,29.878048780487802,147,492
614,2023-06-01,36.78861788617886,181,492
615,2023-06-02,66.32860040567951,327,493
616,2023-06-05,60.649087221095336,299,493
617,2023-06-06,65.72008113590265,324,493
618,2023-06-07,73.02231237322515,360,493
619,2023-06-08,73.42799188640974,362,493
620,2023-06-09,73.02231237322515,360,493
621,2023-06-12,78.09330628803245,385,493
622,2023-06-13,82.96146044624746,409,493
623,2023-06-14,80.73022312373224,398,493
624,2023-06-15,89.65517241379311,442,493
625,2023-06-16,89.4523326572008,441,493
626,2023-06-19,89.4523326572008,441,493
627,2023-06-20,79.3103448275862,391,493
628,2023-06-21,79.3103448275862,391,493
629,2023-06-22,70.99391480730223,350,493
630,2023-06-23,56.79513184584179,280,493
631,2023-06-26,66.12576064908721,326,493
632,2023-06-27,73.02231237322515,360,493
633,2023-06-28,67.13995943204868,331,493
634,2023-06-29,75.45638945233266,372,493
635,2023-06-30,81.13590263691684,400,493
636,2023-07-03,86.61257606490872,427,493
637,2023-07-04,86.61257606490872,427,493
638,2023-07-05,80.73022312373224,398,493
639,2023-07-06,65.51724137931035,323,493
640,2023-07-07,65.72008113590265,324,493
641,2023-07-10,73.63083164300203,363,493
642,2023-07-11,82.55578093306288,407,493
643,2023-07-12,83.56997971602435,412,493
644,2023-07-13,85.19269776876268,420,493
645,2023-07-14,80.52738336713996,397,493
646,2023-07-17,78.90466531440163,389,493
647,2023-07-18,77.89046653144015,384,493
648,2023-07-19,83.77281947261663,413,493
649,2023-07-20,83.56997971602435,412,493
650,2023-07-21,82.75862068965517,408,493
651,2023-07-24,81.54158215010142,402,493
652,2023-07-25,79.71602434077079,393,493
653,2023-07-26,76.06490872210954,375,493
654,2023-07-27,65.51724137931035,323,493
655,2023-07-28,66.12576064908721,326,493
656,2023-07-31,69.3711967545639,342,493
657,2023-08-01,62.47464503042597,308,493
658,2023-08-02,52.129817444219064,257,493
659,2023-08-03,45.63894523326572,225,493
660,2023-08-04,40.77079107505071,201,493
661,2023-08-07,48.275862068965516,238,493
662,2023-08-08,42.190669371196755,208,493
663,2023-08-09,38.13387423935091,188,493
