,date,breadth,stocks_above_ma,valid_stocks
0,2024-10-16,80.64516129032258,400,496
1,2024-10-17,80.64516129032258,400,496
2,2024-10-18,81.85483870967742,406,496
3,2024-10-21,78.42741935483872,389,496
4,2024-10-22,75.60483870967742,375,496
5,2024-10-23,73.79032258064517,366,496
6,2024-10-24,73.99193548387096,367,496
7,2024-10-25,71.9758064516129,357,496
8,2024-10-28,73.58870967741935,365,496
9,2024-10-29,72.78225806451613,361,496
10,2024-10-30,71.16935483870968,353,496
11,2024-10-31,67.33870967741935,334,496
12,2024-11-01,67.74193548387096,336,496
13,2024-11-04,69.55645161290323,345,496
14,2024-11-05,73.99193548387096,367,496
15,2024-11-06,74.19354838709677,368,496
16,2024-11-07,75.40322580645162,374,496
17,2024-11-08,75.20161290322581,373,496
18,2024-11-11,74.59677419354838,370,496
19,2024-11-12,71.16935483870968,353,496
20,2024-11-13,71.7741935483871,356,496
21,2024-11-14,70.16129032258065,348,496
22,2024-11-15,68.34677419354838,339,496
23,2024-11-18,68.14516129032258,338,496
24,2024-11-19,66.73387096774194,331,496
25,2024-11-20,68.14516129032258,338,496
26,2024-11-21,70.76612903225806,351,496
27,2024-11-22,72.17741935483872,358,496
28,2024-11-25,72.17741935483872,358,496
29,2024-11-26,72.17741935483872,358,496
