,date,breadth,stocks_above_ma,valid_stocks
0,2021-01-25,68.96551724137932,20,29
1,2021-01-26,62.06896551724138,18,29
2,2021-01-27,37.93103448275862,11,29
3,2021-01-28,37.93103448275862,11,29
4,2021-01-29,27.586206896551722,8,29
5,2021-02-01,37.93103448275862,11,29
6,2021-02-02,55.172413793103445,16,29
7,2021-02-03,55.172413793103445,16,29
8,2021-02-04,65.51724137931035,19,29
9,2021-02-05,72.41379310344827,21,29
10,2021-02-08,79.3103448275862,23,29
11,2021-02-09,72.41379310344827,21,29
12,2021-02-10,75.86206896551724,22,29
13,2021-02-11,68.96551724137932,20,29
14,2021-02-12,68.96551724137932,20,29
15,2021-02-15,68.96551724137932,20,29
16,2021-02-16,62.06896551724138,18,29
17,2021-02-17,58.620689655172406,17,29
18,2021-02-18,65.51724137931035,19,29
19,2021-02-19,51.724137931034484,15,29
20,2021-02-22,41.37931034482759,12,29
21,2021-02-23,41.37931034482759,12,29
22,2021-02-24,55.172413793103445,16,29
23,2021-02-25,34.48275862068966,10,29
24,2021-02-26,24.137931034482758,7,29
25,2021-03-01,41.37931034482759,12,29
26,2021-03-02,48.275862068965516,14,29
27,2021-03-03,37.93103448275862,11,29
28,2021-03-04,27.586206896551722,8,29
29,2021-03-05,55.172413793103445,16,29
30,2021-03-08,44.827586206896555,13,29
31,2021-03-09,51.724137931034484,15,29
32,2021-03-10,55.172413793103445,16,29
33,2021-03-11,68.96551724137932,20,29
34,2021-03-12,65.51724137931035,19,29
35,2021-03-15,75.86206896551724,22,29
36,2021-03-16,82.75862068965517,24,29
37,2021-03-17,79.3103448275862,23,29
38,2021-03-18,62.06896551724138,18,29
39,2021-03-19,62.06896551724138,18,29
40,2021-03-22,65.51724137931035,19,29
41,2021-03-23,55.172413793103445,16,29
42,2021-03-24,51.724137931034484,15,29
43,2021-03-25,65.51724137931035,19,29
44,2021-03-26,68.96551724137932,20,29
45,2021-03-29,68.96551724137932,20,29
46,2021-03-30,75.86206896551724,22,29
47,2021-03-31,82.75862068965517,24,29
48,2021-04-01,93.10344827586206,27,29
49,2021-04-02,93.10344827586206,27,29
50,2021-04-05,86.20689655172413,25,29
51,2021-04-06,93.10344827586206,27,29
52,2021-04-07,86.20689655172413,25,29
53,2021-04-08,79.3103448275862,23,29
54,2021-04-09,89.65517241379311,26,29
55,2021-04-12,89.65517241379311,26,29
56,2021-04-13,89.65517241379311,26,29
57,2021-04-14,89.65517241379311,26,29
58,2021-04-15,93.10344827586206,27,29
59,2021-04-16,96.55172413793103,28,29
60,2021-04-19,93.10344827586206,27,29
61,2021-04-20,75.86206896551724,22,29
62,2021-04-21,93.10344827586206,27,29
63,2021-04-22,79.3103448275862,23,29
64,2021-04-23,86.20689655172413,25,29
65,2021-04-26,86.20689655172413,25,29
66,2021-04-27,86.20689655172413,25,29
67,2021-04-28,79.3103448275862,23,29
68,2021-04-29,89.65517241379311,26,29
69,2021-04-30,72.41379310344827,21,29
70,2021-05-03,75.86206896551724,22,29
71,2021-05-04,65.51724137931035,19,29
72,2021-05-05,62.06896551724138,18,29
73,2021-05-06,65.51724137931035,19,29
74,2021-05-07,72.41379310344827,21,29
75,2021-05-10,65.51724137931035,19,29
76,2021-05-11,48.275862068965516,14,29
77,2021-05-12,31.03448275862069,9,29
78,2021-05-13,44.827586206896555,13,29
79,2021-05-14,48.275862068965516,14,29
80,2021-05-17,44.827586206896555,13,29
81,2021-05-18,37.93103448275862,11,29
82,2021-05-19,34.48275862068966,10,29
83,2021-05-20,51.724137931034484,15,29
84,2021-05-21,48.275862068965516,14,29
85,2021-05-24,65.51724137931035,19,29
86,2021-05-25,58.620689655172406,17,29
87,2021-05-26,68.96551724137932,20,29
88,2021-05-27,58.620689655172406,17,29
89,2021-05-28,65.51724137931035,19,29
90,2021-05-31,65.51724137931035,19,29
91,2021-06-01,68.96551724137932,20,29
92,2021-06-02,65.51724137931035,19,29
93,2021-06-03,65.51724137931035,19,29
94,2021-06-04,68.96551724137932,20,29
95,2021-06-07,72.41379310344827,21,29
96,2021-06-08,75.86206896551724,22,29
97,2021-06-09,68.96551724137932,20,29
98,2021-06-10,75.86206896551724,22,29
99,2021-06-11,72.41379310344827,21,29
100,2021-06-14,65.51724137931035,19,29
101,2021-06-15,72.41379310344827,21,29
102,2021-06-16,51.724137931034484,15,29
103,2021-06-17,55.172413793103445,16,29
104,2021-06-18,31.03448275862069,9,29
105,2021-06-21,48.275862068965516,14,29
106,2021-06-22,48.275862068965516,14,29
107,2021-06-23,44.827586206896555,13,29
108,2021-06-24,51.724137931034484,15,29
109,2021-06-25,58.620689655172406,17,29
110,2021-06-28,62.06896551724138,18,29
111,2021-06-29,51.724137931034484,15,29
112,2021-06-30,58.620689655172406,17,29
113,2021-07-01,72.41379310344827,21,29
114,2021-07-02,72.41379310344827,21,29
115,2021-07-05,72.41379310344827,21,29
116,2021-07-06,65.51724137931035,19,29
117,2021-07-07,72.41379310344827,21,29
118,2021-07-08,65.51724137931035,19,29
119,2021-07-09,68.96551724137932,20,29
120,2021-07-12,68.96551724137932,20,29
121,2021-07-13,65.51724137931035,19,29
122,2021-07-14,72.41379310344827,21,29
123,2021-07-15,79.3103448275862,23,29
124,2021-07-16,68.96551724137932,20,29
125,2021-07-19,44.827586206896555,13,29
126,2021-07-20,62.06896551724138,18,29
127,2021-07-21,79.3103448275862,23,29
128,2021-07-22,68.96551724137932,20,29
129,2021-07-23,82.75862068965517,24,29
130,2021-07-26,82.75862068965517,24,29
131,2021-07-27,86.20689655172413,25,29
132,2021-07-28,72.41379310344827,21,29
133,2021-07-29,86.20689655172413,25,29
134,2021-07-30,75.86206896551724,22,29
135,2021-08-02,72.41379310344827,21,29
136,2021-08-03,82.75862068965517,24,29
