,date,breadth,stocks_above_ma,valid_stocks
0,2024-03-18,63.96761133603239,316,494
1,2024-03-19,70.8502024291498,350,494
2,2024-03-20,78.34008097165992,387,494
3,2024-03-21,81.78137651821862,404,494
4,2024-03-22,71.86234817813765,355,494
5,2024-03-25,67.61133603238866,334,494
6,2024-03-26,64.97975708502024,321,494
7,2024-03-27,81.37651821862349,402,494
8,2024-03-28,83.40080971659918,412,494
9,2024-03-29,83.40080971659918,412,494
10,2024-04-01,72.67206477732793,359,494
11,2024-04-02,58.70445344129555,290,494
12,2024-04-03,58.097165991902834,287,494
13,2024-04-04,43.7246963562753,216,494
14,2024-04-05,52.0242914979757,257,494
15,2024-04-08,54.453441295546554,269,494
16,2024-04-09,60.12145748987854,297,494
17,2024-04-10,34.61538461538461,171,494
18,2024-04-11,34.61538461538461,171,494
19,2024-04-12,15.991902834008098,79,494
20,2024-04-15,9.7165991902834,48,494
21,2024-04-16,9.919028340080972,49,494
22,2024-04-17,7.6923076923076925,38,494
23,2024-04-18,10.728744939271255,53,494
24,2024-04-19,20.242914979757085,100,494
25,2024-04-22,28.74493927125506,142,494
26,2024-04-23,36.23481781376518,179,494
27,2024-04-24,37.044534412955464,183,494
28,2024-04-25,38.25910931174089,189,494
29,2024-04-26,41.093117408906885,203,494
30,2024-04-29,49.193548387096776,244,496
31,2024-04-30,39.11290322580645,194,496
32,2024-05-01,37.903225806451616,188,496
33,2024-05-02,44.153225806451616,219,496
34,2024-05-03,54.03225806451613,268,496
35,2024-05-06,62.096774193548384,308,496
36,2024-05-07,65.12096774193549,323,496
37,2024-05-08,66.12903225806451,328,496
38,2024-05-09,72.78225806451613,361,496
39,2024-05-10,76.61290322580645,380,496
40,2024-05-13,74.59677419354838,370,496
41,2024-05-14,76.20967741935483,378,496
42,2024-05-15,77.21774193548387,383,496
43,2024-05-16,76.61290322580645,380,496
44,2024-05-17,75.80645161290323,376,496
45,2024-05-20,73.18548387096774,363,496
46,2024-05-21,71.16935483870968,353,496
47,2024-05-22,64.51612903225806,320,496
48,2024-05-23,46.774193548387096,232,496
49,2024-05-24,47.58064516129033,236,496
50,2024-05-27,47.58064516129033,236,496
51,2024-05-28,37.29838709677419,185,496
52,2024-05-29,26.61290322580645,132,496
53,2024-05-30,32.056451612903224,159,496
54,2024-05-31,49.193548387096776,244,496
55,2024-06-03,40.725806451612904,202,496
56,2024-06-04,40.32258064516129,200,496
57,2024-06-05,42.13709677419355,209,496
58,2024-06-06,41.12903225806452,204,496
59,2024-06-07,38.50806451612903,191,496
60,2024-06-10,39.91935483870967,198,496
61,2024-06-11,34.274193548387096,170,496
62,2024-06-12,41.53225806451613,206,496
63,2024-06-13,38.91129032258064,193,496
64,2024-06-14,35.08064516129033,174,496
65,2024-06-17,40.725806451612904,202,496
66,2024-06-18,47.58064516129033,236,496
67,2024-06-19,47.58064516129033,236,496
68,2024-06-20,52.21774193548387,259,496
69,2024-06-21,55.443548387096776,275,496
70,2024-06-24,68.54838709677419,340,496
71,2024-06-25,53.42741935483871,265,496
72,2024-06-26,48.58870967741936,241,496
73,2024-06-27,50.806451612903224,252,496
74,2024-06-28,53.42741935483871,265,496
75,2024-07-01,42.13709677419355,209,496
76,2024-07-02,47.58064516129033,236,496
77,2024-07-03,48.38709677419355,240,496
78,2024-07-04,48.38709677419355,240,496
79,2024-07-05,45.16129032258064,224,496
80,2024-07-08,48.58870967741936,241,496
81,2024-07-09,46.57258064516129,231,496
82,2024-07-10,58.66935483870967,291,496
83,2024-07-11,76.00806451612904,377,496
84,2024-07-12,81.25,403,496
85,2024-07-15,78.2258064516129,388,496
86,2024-07-16,84.67741935483872,420,496
87,2024-07-17,79.83870967741935,396,496
88,2024-07-18,74.79838709677419,371,496
89,2024-07-19,68.95161290322581,342,496
