,date,breadth,stocks_above_ma,valid_stocks
0,2024-07-05,54.655870445344135,270,494
1,2024-07-08,53.23886639676113,263,494
2,2024-07-09,52.63157894736842,260,494
3,2024-07-10,57.48987854251012,284,494
4,2024-07-11,63.96761133603239,316,494
5,2024-07-12,67.4089068825911,333,494
6,2024-07-15,66.80161943319838,330,494
7,2024-07-16,75.50607287449392,373,494
8,2024-07-17,74.08906882591093,366,494
9,2024-07-18,69.23076923076923,342,494
10,2024-07-19,66.39676113360325,328,494
11,2024-07-22,68.82591093117408,340,494
12,2024-07-23,65.9919028340081,326,494
13,2024-07-24,61.74089068825911,305,494
14,2024-07-25,62.145748987854255,307,494
15,2024-07-26,68.62348178137651,339,494
16,2024-07-29,68.62348178137651,339,494
17,2024-07-30,71.45748987854252,353,494
18,2024-07-31,74.49392712550608,368,494
19,2024-08-01,67.00404858299595,331,494
20,2024-08-02,57.692307692307686,285,494
21,2024-08-05,49.19028340080971,243,494
22,2024-08-06,53.23886639676113,263,494
23,2024-08-07,48.987854251012145,242,494
24,2024-08-08,58.2995951417004,288,494
25,2024-08-09,59.51417004048582,294,494
26,2024-08-12,56.68016194331984,280,494
27,2024-08-13,61.336032388663966,303,494
28,2024-08-14,61.74089068825911,305,494
29,2024-08-15,66.80161943319838,330,494
30,2024-08-16,67.81376518218623,335,494
31,2024-08-19,70.24291497975709,347,494
32,2024-08-20,69.02834008097166,341,494
33,2024-08-21,70.64777327935222,349,494
34,2024-08-22,69.63562753036437,344,494
35,2024-08-23,73.88663967611336,365,494
36,2024-08-26,73.88663967611336,365,494
37,2024-08-27,73.07692307692307,361,494
38,2024-08-28,73.07692307692307,361,494
39,2024-08-29,73.68421052631578,364,494
40,2024-08-30,74.89878542510121,370,494
41,2024-09-02,74.89878542510121,370,494
42,2024-09-03,70.64777327935222,349,494
43,2024-09-04,69.23076923076923,342,494
44,2024-09-05,65.9919028340081,326,494
45,2024-09-06,62.145748987854255,307,494
46,2024-09-09,66.19433198380567,327,494
47,2024-09-10,66.39676113360325,328,494
48,2024-09-11,67.61133603238866,334,494
49,2024-09-12,69.02834008097166,341,494
50,2024-09-13,73.07692307692307,361,494
51,2024-09-16,73.48178137651821,363,494
52,2024-09-17,75.10121457489879,371,494
53,2024-09-18,74.69635627530364,369,494
54,2024-09-19,79.35222672064778,392,494
55,2024-09-20,77.1255060728745,381,494
56,2024-09-23,79.1497975708502,391,494
57,2024-09-24,79.95951417004049,395,494
58,2024-09-25,75.91093117408907,375,494
59,2024-09-26,80.76923076923077,399,494
60,2024-09-27,82.38866396761134,407,494
61,2024-09-30,81.45161290322581,404,496
62,2024-10-01,78.42741935483872,389,496
63,2024-10-02,76.81451612903226,381,496
64,2024-10-03,73.79032258064517,366,496
65,2024-10-04,77.21774193548387,383,496
66,2024-10-07,73.58870967741935,365,496
67,2024-10-08,74.39516129032258,369,496
68,2024-10-09,77.21774193548387,383,496
69,2024-10-10,76.81451612903226,381,496
70,2024-10-11,78.83064516129032,391,496
71,2024-10-14,81.04838709677419,402,496
72,2024-10-15,79.23387096774194,393,496
73,2024-10-16,80.44354838709677,399,496
74,2024-10-17,80.44354838709677,399,496
75,2024-10-18,81.65322580645162,405,496
76,2024-10-21,78.2258064516129,388,496
77,2024-10-22,75.40322580645162,374,496
78,2024-10-23,73.58870967741935,365,496
79,2024-10-24,73.79032258064517,366,496
80,2024-10-25,71.7741935483871,356,496
81,2024-10-28,73.38709677419355,364,496
82,2024-10-29,72.58064516129032,360,496
83,2024-10-30,70.96774193548387,352,496
84,2024-10-31,67.33870967741935,334,496
85,2024-11-01,67.54032258064517,335,496
86,2024-11-04,69.55645161290323,345,496
87,2024-11-05,73.99193548387096,367,496
88,2024-11-06,74.19354838709677,368,496
89,2024-11-07,75.40322580645162,374,496
90,2024-11-08,75.20161290322581,373,496
91,2024-11-11,74.59677419354838,370,496
92,2024-11-12,71.16935483870968,353,496
93,2024-11-13,71.7741935483871,356,496
94,2024-11-14,70.16129032258065,348,496
95,2024-11-15,68.34677419354838,339,496
96,2024-11-18,68.14516129032258,338,496
97,2024-11-19,66.73387096774194,331,496
98,2024-11-20,68.14516129032258,338,496
99,2024-11-21,68.14516129032258,338,496
