,date,breadth,stocks_above_ma,valid_stocks
0,2024-10-16,80.08048289738431,398,497
1,2024-10-17,76.65995975855131,381,497
2,2024-10-18,79.67806841046277,396,497
3,2024-10-21,75.25150905432596,374,497
4,2024-10-22,70.22132796780684,349,497
5,2024-10-23,68.61167002012073,341,497
6,2024-10-24,66.19718309859155,329,497
7,2024-10-25,62.97786720321932,313,497
8,2024-10-28,65.99597585513078,328,497
9,2024-10-29,61.3682092555332,305,497
10,2024-10-30,60.36217303822937,300,497
11,2024-10-31,55.13078470824949,274,497
12,2024-11-01,53.72233400402414,267,497
13,2024-11-04,53.72233400402414,267,497
14,2024-11-05,59.55734406438632,296,497
15,2024-11-06,65.59356136820925,326,497
16,2024-11-07,66.19718309859155,329,497
17,2024-11-08,67.0020120724346,333,497
18,2024-11-11,66.59959758551308,331,497
19,2024-11-12,62.37424547283702,310,497
20,2024-11-13,63.581488933601605,316,497
21,2024-11-14,60.56338028169014,301,497
22,2024-11-15,56.74044265593562,282,497
23,2024-11-18,58.752515090543255,292,497
24,2024-11-19,56.53923541247485,281,497
25,2024-11-20,57.947686116700204,288,497
26,2024-11-21,64.1851106639839,319,497
27,2024-11-22,65.19114688128774,324,497
28,2024-11-25,65.19114688128774,324,497
29,2024-11-26,65.19114688128774,324,497
